trip_id,condition,temperature,humidity,wind_kmph
T000963,Fog,23,70,18
T000964,Rain,27,48,2
T000965,Rain,20,88,30
T000966,Rain,25,90,4
T000967,Fog,21,85,30
T000968,Cloudy,36,48,2
T000969,Clear,21,69,7
T000970,Cloudy,36,51,7
T000971,Clear,21,45,5
T000972,Clear,34,43,28
T000973,Fog,29,75,24
T000974,Fog,35,89,5
T000975,Cloudy,21,49,13
T000976,Rain,24,66,18
T000977,Fog,29,51,12
T000978,Rain,32,63,16
T000979,Cloudy,29,86,2
T000980,Clear,34,83,14
T000981,Rain,30,90,27
T000982,Fog,28,68,22
T000983,Fog,31,81,2
T000984,Cloudy,21,53,15
T000985,Clear,24,42,13
T000986,Clear,34,70,10
T000987,Cloudy,32,71,16
T000988,Rain,28,51,20
T000989,Cloudy,33,83,3
T000990,Fog,24,79,2
T000991,Fog,21,54,28
T000992,Fog,20,68,5
T000993,Clear,36,90,5
T000994,Clear,30,76,25
T000995,Clear,32,78,6
T000996,Rain,26,79,11
T000997,Rain,22,66,13
T000998,Clear,34,71,13
T000999,Cloudy,20,83,28
T001000,Fog,22,66,23
T001001,Clear,28,44,21
T001002,Cloudy,32,69,26
T001003,Cloudy,34,67,14
T001004,Fog,23,45,11
T001005,Rain,21,74,25
T001006,Cloudy,27,48,25
T001007,Rain,31,82,18
T001008,Fog,28,86,26
T001009,Rain,28,48,4
T001010,Clear,31,76,14
T001011,Clear,29,43,23
T001012,Fog,34,54,5
T001013,Clear,28,60,7
T001014,Fog,36,66,27
T001015,Cloudy,21,88,22
T001016,Clear,25,86,6
T001017,Cloudy,22,71,7
T001018,Rain,35,90,9
T001019,Cloudy,36,78,21
T001020,Cloudy,21,75,16
T001021,Clear,27,75,23
T001022,Fog,26,53,24
T001023,Rain,25,51,25
T001024,Rain,27,44,29
T001025,Rain,30,49,2
T001026,Clear,28,90,17
T001027,Clear,20,76,23
T001028,Fog,25,82,2
T001029,Cloudy,34,65,3
T001030,Fog,36,74,21
T001031,Cloudy,20,72,23
T001032,Cloudy,34,58,17
T001033,Fog,29,45,15
T001034,Rain,32,57,20
T001035,Rain,25,63,13
T001036,Rain,29,66,23
T001037,Rain,27,88,21
T001038,Rain,30,72,15
T001039,Rain,23,70,26
T001040,Cloudy,21,59,10
T001041,Cloudy,34,61,29
T001042,Rain,22,56,24
T001043,Fog,33,50,23
T001044,Rain,36,87,24
T001045,Clear,21,49,30
T001046,Rain,31,43,7
T001047,Rain,20,48,12
T001048,Clear,31,40,16
T001049,Rain,28,71,7
T001050,Cloudy,25,50,23
T001051,Fog,35,60,28
T001052,Cloudy,35,80,6
T001053,Rain,35,55,22
T001054,Clear,21,82,30
T001055,Rain,25,78,12
T001056,Fog,23,64,7
T001057,Fog,20,59,18
T001058,Clear,30,52,27
T001059,Fog,34,71,17
T001060,Clear,25,49,20
T001061,Fog,24,81,15
T001062,Fog,23,54,22
T001063,Cloudy,29,72,23
T001064,Fog,28,75,19
T001065,Clear,27,60,18
T001066,Fog,24,85,15
T001067,Clear,23,45,17
T001068,Rain,27,67,15
T001069,Cloudy,30,51,10
T001070,Cloudy,33,50,28
T001071,Cloudy,23,80,19
T001072,Fog,27,85,21
T001073,Clear,31,77,7
T001074,Clear,33,77,29
T001075,Fog,32,74,14
T001076,Fog,33,80,22
T001077,Clear,32,71,2
T001078,Rain,23,66,16
T001079,Fog,30,40,27
T001080,Clear,25,57,19
T001081,Cloudy,35,56,28
T001082,Cloudy,32,46,20
T001083,Rain,29,67,16
T001084,Fog,27,57,11
T001085,Fog,21,64,6
T001086,Fog,26,80,22
T001087,Fog,23,54,19
T001088,Rain,27,65,6
T001089,Fog,27,79,13
T001090,Rain,22,68,4
T001091,Rain,24,59,16
T001092,Clear,27,71,18
T001093,Clear,36,74,30
T001094,Fog,29,66,12
T001095,Clear,35,68,25
T001096,Clear,28,61,3
T001097,Rain,22,74,21
T001098,Rain,31,68,7
T001099,Rain,22,48,11
T001100,Clear,26,67,17
T001101,Clear,22,76,9
T001102,Clear,30,49,19
T001103,Rain,20,89,28
T001104,Clear,30,62,5
T001105,Rain,34,53,14
T001106,Cloudy,27,53,13
T001107,Rain,35,76,7
T001108,Clear,32,66,2
T001109,Rain,26,61,19
T001110,Rain,33,53,15
T001111,Fog,21,66,17
T001112,Rain,30,74,25
T001113,Cloudy,21,52,11
T001114,Fog,28,46,9
T001115,Rain,21,56,4
T001116,Clear,35,84,20
T001117,Rain,24,88,10
T001118,Fog,24,51,11
T001119,Clear,32,68,24
T001120,Rain,34,70,21
T001121,Clear,25,45,5
T001122,Clear,33,90,5
T001123,Fog,24,51,13
T001124,Rain,20,53,23
T001125,Fog,31,84,13
T001126,Clear,29,86,21
T001127,Fog,36,87,9
T001128,Rain,36,89,30
T001129,Cloudy,36,66,12
T001130,Clear,26,88,8
T001131,Rain,22,47,10
T001132,Clear,34,87,24
T001133,Rain,36,57,23
T001134,Cloudy,30,72,6
T001135,Rain,32,76,21
T001136,Fog,24,85,26
T001137,Cloudy,22,71,10
T001138,Cloudy,24,75,24
T001139,Cloudy,21,69,21
T001140,Clear,24,76,25
T001141,Rain,28,59,14
T001142,Fog,31,71,25
T001143,Rain,24,69,23
T001144,Fog,34,66,29
T001145,Clear,35,59,6
T001146,Clear,28,78,25
T001147,Clear,35,89,8
T001148,Fog,36,73,10
T001149,Rain,28,45,27
T001150,Clear,36,64,3
T001151,Fog,35,47,9
T001152,Fog,21,86,18
T001153,Rain,23,41,17
T001154,Fog,23,89,21
T001155,Fog,23,40,7
T001156,Rain,24,53,30
T001157,Fog,34,83,23
T001158,Rain,20,70,2
T001159,Rain,36,44,9
T001160,Clear,32,84,11
T001161,Rain,24,71,18
T001162,Cloudy,24,54,20
T001163,Cloudy,29,90,11
T001164,Fog,32,56,26
T001165,Clear,36,60,24
T001166,Rain,29,42,16
T001167,Fog,32,70,15
T001168,Fog,36,65,20
T001169,Cloudy,33,87,4
T001170,Rain,30,62,10
T001171,Rain,21,85,7
T001172,Fog,25,79,30
T001173,Cloudy,25,87,15
T001174,Cloudy,20,53,27
T001175,Rain,28,64,20
T001176,Rain,30,56,3
T001177,Rain,22,50,30
T001178,Fog,29,62,8
T001179,Clear,33,41,7
T001180,Cloudy,28,74,20
T001181,Cloudy,31,43,5
T001182,Clear,27,52,30
T001183,Cloudy,28,88,10
T001184,Fog,34,59,20
T001185,Rain,34,44,24
T001186,Fog,24,84,2
T001187,Clear,26,50,24
T001188,Clear,21,73,29
T001189,Cloudy,30,84,19
T001190,Fog,33,62,5
T001191,Rain,25,89,12
T001192,Rain,22,90,20
T001193,Clear,28,51,22
T001194,Clear,34,42,6
T001195,Clear,22,43,25
T001196,Cloudy,20,73,6
T001197,Fog,30,54,16
T001198,Cloudy,22,67,11
T001199,Rain,33,88,3
T001200,Clear,22,71,21
T001201,Cloudy,31,67,26
T001202,Fog,24,66,19
T001203,Fog,30,80,30
T001204,Cloudy,21,59,17
T001205,Rain,31,66,10
T001206,Cloudy,21,43,6
T001207,Rain,33,42,12
T001208,Fog,35,84,27
T001209,Cloudy,36,67,12
T001210,Fog,36,88,17
T001211,Clear,33,88,24
T001212,Fog,25,89,28
T001213,Cloudy,34,87,2
T001214,Rain,30,59,23
T001215,Fog,36,50,10
T001216,Cloudy,32,81,10
T001217,Clear,20,52,16
T001218,Cloudy,22,69,7
T001219,Rain,30,76,7
T001220,Clear,32,65,6
T001221,Clear,32,80,22
T001222,Fog,31,53,15
T001223,Cloudy,32,81,26
T001224,Cloudy,34,90,13
T001225,Fog,31,57,24
T001226,Clear,35,82,30
T001227,Cloudy,33,51,8
T001228,Cloudy,34,85,17
T001229,Rain,23,60,8
T001230,Cloudy,24,79,25
T001231,Cloudy,24,80,28
T001232,Rain,24,43,18
T001233,Fog,21,81,29
T001234,Cloudy,35,49,26
T001235,Rain,32,46,2
T001236,Fog,22,77,8
T001237,Cloudy,34,87,19
T001238,Clear,31,45,17
T001239,Rain,31,74,25
T001240,Rain,35,40,3
T001241,Rain,22,74,2
T001242,Clear,34,74,19
T001243,Clear,24,52,3
T001244,Clear,23,78,24
T001245,Cloudy,32,55,7
T001246,Fog,28,63,24
T001247,Cloudy,27,76,10
T001248,Fog,29,41,6
T001249,Fog,36,81,4
T001250,Clear,24,63,6
T001251,Fog,33,42,6
T001252,Rain,30,54,18
T001253,Fog,25,50,21
T001254,Clear,33,41,16
T001255,Fog,22,68,9
T001256,Fog,30,59,16
T001257,Rain,23,76,25
T001258,Fog,28,80,23
T001259,Fog,27,40,27
T001260,Fog,32,58,10
T001261,Fog,30,81,6
T001262,Rain,26,59,17
T001263,Rain,22,52,19
T001264,Rain,35,68,16
T001265,Clear,32,42,12
T001266,Rain,33,70,27
T001267,Clear,32,90,10
T001268,Fog,28,78,27
T001269,Rain,27,77,10
T001270,Clear,22,51,23
T001271,Rain,36,89,18
T001272,Fog,26,84,25
T001273,Rain,27,40,29
T001274,Clear,30,86,16
T001275,Fog,20,40,3
T001276,Cloudy,28,59,10
T001277,Cloudy,22,68,2
T001278,Rain,27,41,21
T001279,Clear,28,61,6
T001280,Clear,36,40,20
T001281,Rain,28,49,22
T001282,Cloudy,34,82,16
T001283,Clear,20,72,18
T001284,Fog,33,41,25
T001285,Fog,32,51,28
T001286,Clear,33,79,19
T001287,Fog,27,70,23
T001288,Fog,34,77,12
T001289,Rain,34,87,8
T001290,Clear,26,72,10
T001291,Cloudy,20,80,29
T001292,Cloudy,20,81,28
T001293,Clear,27,54,10
T001294,Clear,27,52,12
T001295,Clear,21,62,6
T001296,Cloudy,22,59,4
T001297,Cloudy,22,87,3
T001298,Clear,29,41,26
T001299,Clear,23,62,20
T001300,Cloudy,22,61,19
T001301,Cloudy,33,64,2
T001302,Fog,22,80,17
T001303,Clear,29,46,9
T001304,Clear,24,74,14
T001305,Cloudy,23,75,30
T001306,Fog,21,48,27
T001307,Rain,33,71,13
T001308,Clear,27,89,29
T001309,Fog,31,87,30
T001310,Cloudy,30,40,7
T001311,Cloudy,29,70,26
T001312,Clear,34,73,18
T001313,Clear,21,84,18
T001314,Fog,33,50,22
T001315,Fog,33,81,19
T001316,Cloudy,21,51,8
T001317,Rain,33,70,3
T001318,Cloudy,28,42,3
T001319,Fog,28,74,11
T001320,Cloudy,24,53,11
T001321,Fog,31,55,15
T001322,Rain,25,64,14
T001323,Fog,31,54,9
T001324,Rain,33,48,26
T001325,Fog,33,52,25
T001326,Rain,24,58,20
T001327,Clear,34,45,2
T001328,Clear,20,75,30
T001329,Clear,25,64,28
T001330,Cloudy,32,76,10
T001331,Fog,27,53,12
T001332,Cloudy,21,88,26
T001333,Fog,28,45,25
T001334,Rain,20,43,29
T001335,Fog,29,49,5
T001336,Rain,23,71,28
T001337,Clear,23,77,23
T001338,Clear,29,60,6
T001339,Fog,22,42,22
T001340,Rain,30,53,12
T001341,Rain,31,58,17
T001342,Rain,23,77,22
T001343,Fog,34,49,14
T001344,Clear,20,64,18
T001345,Fog,23,71,6
T001346,Clear,20,74,10
T001347,Rain,23,85,5
T001348,Rain,33,58,5
T001349,Fog,30,55,11
T001350,Clear,25,45,22
T001351,Fog,27,82,21
T001352,Fog,29,84,26
T001353,Fog,33,40,14
T001354,Cloudy,27,66,23
T001355,Rain,32,58,10
T001356,Clear,21,57,4
T001357,Cloudy,35,76,27
T001358,Cloudy,22,60,22
T001359,Clear,35,58,7
T001360,Cloudy,20,65,9
T001361,Cloudy,33,46,23
T001362,Rain,30,67,5
T001363,Rain,24,54,2
T001364,Cloudy,34,86,11
T001365,Rain,21,62,7
T001366,Cloudy,24,55,4
T001367,Fog,23,74,13
T001368,Rain,20,42,2
T001369,Cloudy,33,62,21
T001370,Fog,22,61,30
T001371,Clear,31,44,27
T001372,Cloudy,36,58,20
T001373,Rain,33,60,14
T001374,Clear,34,77,26
T001375,Clear,20,58,13
T001376,Rain,24,89,9
T001377,Rain,27,82,6
T001378,Cloudy,26,67,29
T001379,Fog,29,67,30
T001380,Fog,26,63,3
T001381,Fog,36,86,18
T001382,Rain,30,52,18
T001383,Rain,30,64,11
T001384,Clear,36,84,19
T001385,Clear,32,68,13
T001386,Fog,22,77,13
T001387,Rain,35,61,19
T001388,Fog,25,69,7
T001389,Cloudy,33,46,9
T001390,Fog,35,70,16
T001391,Cloudy,22,49,4
T001392,Rain,35,46,26
T001393,Fog,32,73,29
T001394,Rain,25,48,28
T001395,Clear,23,45,12
T001396,Cloudy,34,61,21
T001397,Cloudy,36,66,22
T001398,Clear,30,56,29
T001399,Clear,20,60,4
T001400,Clear,33,81,8
T001401,Clear,20,59,29
T001402,Cloudy,27,43,10
T001403,Fog,22,62,29
T001404,Rain,26,83,26
T001405,Cloudy,33,78,9
T001406,Fog,26,66,9
T001407,Cloudy,36,40,20
T001408,Fog,27,60,20
T001409,Fog,20,60,2
T001410,Fog,22,74,19
T001411,Clear,25,73,16
T001412,Cloudy,22,81,18
T001413,Clear,23,80,19
T001414,Cloudy,34,63,9
T001415,Clear,35,56,3
T001416,Rain,33,62,29
T001417,Cloudy,32,59,18
T001418,Fog,26,82,28
T001419,Rain,25,74,10
T001420,Cloudy,30,57,22
T001421,Cloudy,24,84,24
T001422,Clear,27,54,26
T001423,Clear,34,56,6
T001424,Clear,22,56,22
T001425,Clear,27,84,16
T001426,Clear,35,63,15
T001427,Cloudy,21,67,20
T001428,Rain,24,48,23
T001429,Cloudy,24,43,6
T001430,Cloudy,25,78,21
T001431,Rain,22,42,23
T001432,Clear,32,90,12
T001433,Fog,27,65,20
T001434,Fog,31,78,25
T001435,Rain,21,53,25
T001436,Fog,28,66,23
T001437,Cloudy,25,44,3
T001438,Clear,27,51,3
T001439,Fog,22,81,24
T001440,Rain,23,89,3
T001441,Rain,23,89,20
T001442,Rain,33,71,4
T001443,Fog,34,74,9
T001444,Cloudy,29,82,14
T001445,Cloudy,29,51,22
T001446,Fog,32,77,18
T001447,Cloudy,22,88,13
T001448,Clear,21,64,25
T001449,Cloudy,32,81,3
T001450,Rain,23,57,19
T001451,Clear,27,46,15
T001452,Rain,36,44,4
T001453,Clear,35,62,8
T001454,Cloudy,21,59,24
T001455,Rain,23,49,17
T001456,Rain,22,80,25
T001457,Cloudy,28,62,10
T001458,Cloudy,30,89,21
T001459,Fog,35,80,26
T001460,Fog,24,47,17
T001461,Cloudy,27,43,15
T001462,Rain,28,49,23
T001463,Rain,33,82,4
T001464,Clear,29,80,6
T001465,Cloudy,25,42,22
T001466,Fog,22,80,28
T001467,Cloudy,33,52,8
T001468,Clear,27,86,19
T001469,Rain,31,78,10
T001470,Fog,28,69,5
T001471,Rain,32,82,14
T001472,Rain,28,79,16
T001473,Rain,30,44,19
T001474,Rain,36,60,2
T001475,Rain,25,90,19
T001476,Rain,35,67,25
T001477,Clear,21,82,14
T001478,Clear,20,88,11
T001479,Fog,26,87,15
T001480,Rain,24,52,9
T001481,Clear,33,48,14
T001482,Fog,24,77,13
T001483,Clear,35,66,16
T001484,Clear,21,76,29
T001485,Cloudy,31,55,12
T001486,Fog,27,59,20
T001487,Fog,28,65,15
T001488,Fog,32,75,30
T001489,Fog,27,40,25
T001490,Clear,22,53,30
T001491,Fog,29,48,2
T001492,Cloudy,33,66,11
T001493,Cloudy,22,62,8
T001494,Rain,32,61,13
T001495,Cloudy,21,86,3
T001496,Rain,27,88,29
T001497,Fog,31,63,8
T001498,Rain,33,63,21
T001499,Fog,33,79,29
T001500,Clear,32,84,21
T001501,Cloudy,22,80,27
T001502,Fog,20,62,20
T001503,Fog,35,87,6
T001504,Rain,24,80,18
T001505,Cloudy,30,42,24
T001506,Rain,24,54,18
T001507,Cloudy,23,86,29
T001508,Rain,28,73,20
T001509,Rain,24,75,9
T001510,Clear,36,65,28
T001511,Cloudy,20,88,26
T001512,Fog,35,72,2
T001513,Fog,26,45,17
T001514,Cloudy,29,73,14
T001515,Clear,31,89,22
T001516,Fog,23,65,27
T001517,Fog,25,70,14
T001518,Fog,29,75,2
T001519,Rain,24,65,3
T001520,Fog,29,79,20
T001521,Fog,26,75,9
T001522,Cloudy,36,57,11
T001523,Clear,34,70,13
T001524,Clear,36,88,23
T001525,Fog,28,81,27
T001526,Fog,28,89,21
T001527,Cloudy,23,61,22
T001528,Rain,30,65,10
T001529,Fog,27,49,19
T001530,Rain,36,89,10
T001531,Cloudy,34,80,24
T001532,Cloudy,29,63,24
T001533,Fog,21,64,16
T001534,Cloudy,27,82,19
T001535,Cloudy,34,48,6
T001536,Cloudy,29,50,17
T001537,Cloudy,20,52,24
T001538,Cloudy,30,51,23
T001539,Clear,26,90,27
T001540,Cloudy,32,88,26
T001541,Rain,30,45,8
T001542,Rain,33,72,11
T001543,Fog,21,46,5
T001544,Cloudy,35,67,5
T001545,Clear,29,74,18
T001546,Fog,33,69,11
T001547,Cloudy,20,54,11
T001548,Clear,20,69,10
T001549,Fog,20,75,24
T001550,Cloudy,20,66,13
T001551,Rain,22,49,19
T001552,Fog,22,71,24
T001553,Clear,28,74,27
T001554,Rain,27,59,12
T001555,Clear,34,61,26
T001556,Rain,22,62,14
T001557,Fog,21,70,20
T001558,Rain,29,72,12
T001559,Rain,25,81,24
T001560,Fog,26,76,20
T001561,Cloudy,33,51,7
T001562,Cloudy,27,56,10
T001563,Fog,34,74,30
T001564,Rain,30,58,19
T001565,Clear,33,88,11
T001566,Fog,24,50,5
T001567,Rain,35,50,30
T001568,Cloudy,29,47,15
T001569,Clear,24,41,6
T001570,Rain,28,65,15
T001571,Clear,35,74,26
T001572,Fog,28,61,16
T001573,Rain,35,82,6
T001574,Clear,26,88,17
T001575,Rain,25,41,30
T001576,Clear,31,78,4
T001577,Fog,29,52,22
T001578,Cloudy,36,83,22
T001579,Cloudy,21,76,11
T001580,Fog,24,42,9
T001581,Rain,25,51,14
T001582,Fog,30,79,18
T001583,Cloudy,27,78,2
T001584,Rain,21,85,22
T001585,Rain,21,85,11
T001586,Cloudy,26,59,9
T001587,Cloudy,26,55,28
T001588,Cloudy,35,56,2
T001589,Clear,20,71,24
T001590,Rain,32,59,4
T001591,Cloudy,31,41,13
T001592,Rain,23,65,15
T001593,Rain,31,85,15
T001594,Fog,33,78,16
T001595,Fog,33,86,5
T001596,Clear,36,47,15
T001597,Rain,25,64,17
T001598,Fog,34,53,13
T001599,Clear,31,46,22
T001600,Clear,31,44,29
T001601,Fog,34,53,20
T001602,Rain,23,64,17
T001603,Fog,24,63,28
T001604,Rain,32,80,16
T001605,Cloudy,29,54,12
T001606,Fog,33,88,14
T001607,Fog,21,48,9
T001608,Clear,25,89,29
T001609,Clear,21,77,19
T001610,Fog,28,74,19
T001611,Cloudy,24,64,23
T001612,Cloudy,23,46,28
T001613,Cloudy,22,57,4
T001614,Clear,20,59,11
T001615,Clear,28,62,26
T001616,Cloudy,34,56,10
T001617,Clear,20,54,7
T001618,Clear,30,58,15
T001619,Rain,36,77,10
T001620,Fog,29,78,8
T001621,Clear,29,45,27
T001622,Rain,35,89,23
T001623,Clear,35,81,28
T001624,Rain,31,73,14
T001625,Fog,23,88,17
T001626,Rain,23,64,6
T001627,Cloudy,23,58,23
T001628,Cloudy,32,87,20
T001629,Clear,21,45,28
T001630,Cloudy,36,48,22
T001631,Clear,28,73,5
T001632,Rain,24,41,15
T001633,Rain,28,88,5
T001634,Rain,22,85,20
T001635,Cloudy,30,50,7
T001636,Rain,27,54,3
T001637,Fog,32,84,30
T001638,Cloudy,33,51,30
T001639,Rain,35,69,26
T001640,Rain,28,83,4
T001641,Fog,25,63,19
T001642,Clear,24,72,16
T001643,Cloudy,25,40,17
T001644,Rain,26,80,14
T001645,Rain,28,85,6
T001646,Fog,26,82,10
T001647,Cloudy,32,54,5
T001648,Rain,32,56,20
T001649,Rain,25,73,2
T001650,Clear,25,85,12
T001651,Clear,29,71,14
T001652,Rain,33,51,16
T001653,Fog,35,47,28
T001654,Cloudy,25,42,12
T001655,Fog,29,88,12
T001656,Clear,21,88,5
T001657,Fog,22,48,23
T001658,Rain,24,69,5
T001659,Cloudy,36,65,18
T001660,Fog,29,90,10
T001661,Clear,29,89,16
T001662,Rain,21,69,27
T001663,Cloudy,26,59,23
T001664,Clear,20,71,18
T001665,Rain,21,86,7
T001666,Cloudy,28,78,24
T001667,Clear,21,49,3
T001668,Rain,27,82,21
T001669,Clear,20,63,14
T001670,Clear,20,71,17
T001671,Fog,25,84,25
T001672,Cloudy,30,83,2
T001673,Fog,28,59,21
T001674,Clear,22,87,21
T001675,Clear,24,72,9
T001676,Clear,24,43,14
T001677,Clear,30,48,25
T001678,Clear,26,68,19
T001679,Rain,36,72,21
T001680,Clear,20,40,12
T001681,Clear,29,70,29
T001682,Cloudy,32,90,2
T001683,Clear,23,63,7
T001684,Fog,34,84,6
T001685,Clear,20,86,7
T001686,Fog,35,63,30
T001687,Rain,25,62,6
T001688,Clear,26,55,16
T001689,Fog,30,61,17
T001690,Rain,26,61,18
T001691,Rain,30,49,16
T001692,Clear,30,78,9
T001693,Clear,20,88,3
T001694,Rain,35,90,19
T001695,Fog,34,46,17
T001696,Cloudy,25,67,16
T001697,Fog,22,55,10
T001698,Cloudy,26,56,14
T001699,Rain,33,75,27
T001700,Clear,21,48,24
T001701,Fog,31,66,8
T001702,Clear,29,62,21
T001703,Fog,30,48,4
T001704,Rain,34,42,12
T001705,Cloudy,20,53,29
T001706,Fog,36,69,25
T001707,Fog,27,54,10
T001708,Rain,21,43,10
T001709,Cloudy,34,41,11
T001710,Rain,34,81,3
T001711,Clear,32,90,29
T001712,Rain,25,58,19
T001713,Clear,28,50,15
T001714,Rain,23,55,25
T001715,Cloudy,20,47,13
T001716,Rain,32,63,21
T001717,Rain,27,84,22
T001718,Rain,21,69,30
T001719,Rain,24,43,27
T001720,Rain,27,51,25
T001721,Rain,20,76,10
T001722,Cloudy,22,48,27
T001723,Clear,31,70,4
T001724,Fog,22,84,24
T001725,Rain,33,59,27
T001726,Clear,24,54,26
T001727,Clear,35,58,3
T001728,Cloudy,35,89,14
T001729,Rain,20,52,23
T001730,Clear,26,43,15
T001731,Rain,34,43,2
T001732,Fog,32,61,30
T001733,Cloudy,36,60,19
T001734,Rain,36,50,26
T001735,Fog,28,68,13
T001736,Fog,23,69,12
T001737,Clear,31,68,7
T001738,Clear,36,78,7
T001739,Rain,27,71,16
T001740,Rain,20,45,4
T001741,Cloudy,26,64,27
T001742,Rain,31,42,19
T001743,Clear,33,51,27
T001744,Clear,22,87,26
T001745,Cloudy,34,53,10
T001746,Cloudy,36,78,17
T001747,Clear,28,89,20
T001748,Cloudy,35,50,23
T001749,Fog,35,46,28
T001750,Fog,33,47,4
T001751,Clear,29,71,8
T001752,Fog,27,51,12
T001753,Clear,33,86,2
T001754,Cloudy,23,89,24
T001755,Clear,33,85,24
T001756,Clear,29,74,16
T001757,Fog,22,89,21
T001758,Fog,25,65,21
T001759,Rain,28,89,26
T001760,Rain,26,70,26
T001761,Cloudy,28,48,6
T001762,Cloudy,27,85,17
T001763,Cloudy,26,83,5
T001764,Clear,36,85,22
T001765,Fog,24,46,13
T001766,Rain,26,56,25
T001767,Fog,20,55,7
T001768,Rain,21,65,22
T001769,Rain,20,54,18
T001770,Cloudy,33,54,21
T001771,Rain,21,72,17
T001772,Cloudy,34,53,25
T001773,Fog,20,59,19
T001774,Fog,26,82,17
T001775,Fog,31,80,19
T001776,Rain,21,87,26
T001777,Rain,22,77,18
T001778,Rain,24,55,3
T001779,Cloudy,25,46,23
T001780,Clear,29,77,27
T001781,Fog,30,42,26
T001782,Fog,27,53,8
T001783,Clear,35,52,27
T001784,Rain,23,52,14
T001785,Clear,35,40,19
T001786,Cloudy,23,78,15
T001787,Cloudy,26,70,29
T001788,Fog,24,86,3
T001789,Clear,23,82,25
T001790,Cloudy,24,43,15
T001791,Rain,23,76,26
T001792,Clear,20,56,10
T001793,Clear,30,56,10
T001794,Rain,31,76,22
T001795,Rain,25,60,29
T001796,Clear,32,47,17
T001797,Cloudy,33,40,26
T001798,Fog,29,42,7
T001799,Cloudy,32,42,2
T001800,Cloudy,22,52,25
T001801,Cloudy,24,77,10
T001802,Clear,34,70,20
T001803,Cloudy,36,45,18
T001804,Cloudy,31,72,17
T001805,Rain,29,87,7
T001806,Fog,36,51,18
T001807,Fog,36,68,4
T001808,Clear,23,82,22
T001809,Rain,32,59,13
T001810,Fog,33,79,16
T001811,Rain,22,86,18
T001812,Clear,27,72,6
T001813,Cloudy,34,40,11
T001814,Cloudy,32,64,15
T001815,Fog,24,47,20
T001816,Cloudy,20,59,25
T001817,Fog,28,53,12
T001818,Clear,27,69,19
T001819,Cloudy,31,76,10
T001820,Clear,36,71,17
T001821,Cloudy,29,51,15
T001822,Fog,20,59,11
T001823,Cloudy,28,69,24
T001824,Clear,27,64,16
T001825,Cloudy,25,57,13
T001826,Rain,29,83,21
T001827,Cloudy,33,88,4
T001828,Rain,35,43,7
T001829,Fog,28,68,25
T001830,Rain,35,50,21
T001831,Fog,21,89,17
T001832,Rain,36,42,24
T001833,Rain,24,66,13
T001834,Rain,27,53,29
T001835,Fog,20,51,22
T001836,Rain,26,55,29
T001837,Rain,31,82,26
T001838,Clear,23,50,21
T001839,Cloudy,26,55,17
T001840,Clear,33,57,3
T001841,Rain,31,69,8
T001842,Rain,36,55,27
T001843,Clear,30,87,20
T001844,Rain,26,81,3
T001845,Cloudy,23,62,10
T001846,Cloudy,26,45,23
T001847,Fog,21,62,11
T001848,Fog,36,46,13
T001849,Cloudy,31,81,16
T001850,Cloudy,28,87,18
T001851,Rain,29,66,24
T001852,Fog,36,72,4
T001853,Rain,23,48,8
T001854,Cloudy,29,75,28
T001855,Clear,31,77,9
T001856,Rain,35,65,13
T001857,Cloudy,31,62,21
T001858,Fog,33,66,18
T001859,Clear,30,89,7
T001860,Fog,31,81,23
T001861,Cloudy,26,83,23
T001862,Clear,26,73,11
T001863,Fog,29,51,25
T001864,Fog,33,66,9
T001865,Fog,28,64,28
T001866,Fog,20,75,20
T001867,Fog,24,55,23
T001868,Cloudy,22,53,18
T001869,Rain,34,82,14
T001870,Clear,33,56,22
T001871,Cloudy,21,58,6
T001872,Rain,20,61,15
T001873,Rain,35,67,15
T001874,Clear,22,87,28
T001875,Rain,24,70,2
T001876,Clear,31,47,9
T001877,Cloudy,34,55,28
T001878,Rain,32,45,30
T001879,Rain,35,87,3
T001880,Rain,22,51,4
T001881,Cloudy,31,57,18
T001882,Fog,25,65,23
T001883,Clear,36,42,26
T001884,Rain,26,69,24
T001885,Clear,20,87,10
T001886,Cloudy,31,64,18
T001887,Clear,31,86,13
T001888,Cloudy,36,78,24
T001889,Rain,32,63,2
T001890,Rain,32,90,25
T001891,Clear,20,75,4
T001892,Fog,34,69,28
T001893,Fog,32,59,15
T001894,Rain,27,86,28
T001895,Cloudy,35,52,13
T001896,Rain,30,81,19
T001897,Fog,33,80,20
T001898,Fog,35,75,8
T001899,Fog,35,56,17
T001900,Cloudy,22,68,22
T001901,Cloudy,35,86,17
T001902,Cloudy,30,71,13
T001903,Clear,28,52,8
T001904,Fog,28,57,27
T001905,Fog,22,72,19
T001906,Clear,22,46,4
T001907,Rain,30,60,11
T001908,Rain,27,82,11
T001909,Rain,22,43,16
T001910,Clear,30,65,4
T001911,Clear,20,48,18
T001912,Rain,25,87,27
T001913,Clear,29,40,26
T001914,Cloudy,34,59,30
T001915,Rain,24,69,7
T001916,Rain,24,86,5
T001917,Rain,28,85,2
T001918,Fog,28,50,9
T001919,Fog,35,80,24
T001920,Clear,21,41,9
T001921,Fog,26,77,7
T001922,Cloudy,32,81,8
T001923,Fog,36,79,21
T001924,Cloudy,35,81,2
T001925,Rain,33,85,15
T001926,Rain,30,61,5
T001927,Clear,23,41,21
T001928,Fog,35,55,17
