trip_id,traffic,delay_min,avg_speed
T001269,Medium,28,44
T001270,High,14,47
T001271,Medium,16,29
T001272,Low,8,56
T001273,Medium,19,74
T001274,High,21,52
T001275,Medium,12,53
T001276,Medium,2,69
T001277,Low,30,35
T001278,Low,24,75
T001279,High,17,37
T001280,Medium,10,51
T001281,High,27,71
T001282,Medium,15,38
T001283,High,24,66
T001284,High,20,43
T001285,Medium,18,33
T001286,Medium,18,73
T001287,High,26,56
T001288,Medium,22,36
T001289,Medium,14,52
T001290,High,17,52
T001291,Low,10,67
T001292,High,15,20
T001293,Low,28,65
T001294,Low,11,64
T001295,Low,20,25
T001296,High,9,76
T001297,Low,18,60
T001298,Low,7,72
T001299,Low,30,51
T001300,High,11,78
T001301,Low,30,49
T001302,High,8,67
T001303,Low,25,68
T001304,High,9,62
T001305,Medium,6,46
T001306,Medium,27,73
T001307,High,19,67
T001308,Medium,11,24
T001309,Medium,20,44
T001310,Medium,23,71
T001311,Medium,7,34
T001312,Medium,14,57
T001313,Medium,25,43
T001314,Low,3,80
T001315,Low,20,73
T001316,Low,1,31
T001317,High,3,40
T001318,Low,10,34
T001319,Low,6,34
T001320,High,5,52
T001321,Medium,24,49
T001322,High,11,72
T001323,Low,12,74
T001324,Medium,20,76
T001325,Medium,20,55
T001326,Medium,15,57
T001327,Medium,7,21
T001328,Medium,4,44
T001329,Medium,22,38
T001330,High,16,74
T001331,High,7,58
T001332,Medium,2,32
T001333,High,1,24
T001334,High,9,61
T001335,Medium,30,74
T001336,Medium,30,79
T001337,Medium,9,79
T001338,Low,29,51
T001339,Medium,15,39
T001340,Low,1,46
T001341,Medium,23,71
T001342,High,22,66
T001343,Low,12,28
T001344,Medium,20,46
T001345,Low,17,29
T001346,Low,15,40
T001347,Low,29,35
T001348,Low,20,64
T001349,High,2,59
T001350,High,16,63
T001351,High,23,77
T001352,High,0,54
T001353,High,2,66
T001354,Medium,17,24
T001355,Low,9,49
T001356,High,14,65
T001357,Medium,12,20
T001358,Low,17,78
T001359,Low,19,28
T001360,Low,4,72
T001361,High,18,23
T001362,High,12,29
T001363,High,9,70
T001364,Low,26,35
T001365,Medium,21,50
T001366,High,21,27
T001367,Low,18,29
T001368,High,30,67
T001369,High,21,60
T001370,High,6,78
T001371,Medium,4,51
T001372,Medium,13,30
T001373,Low,17,79
T001374,Medium,6,36
T001375,Medium,15,66
T001376,High,6,48
T001377,Medium,27,75
T001378,Low,14,63
T001379,Medium,29,58
T001380,Medium,26,61
T001381,Low,18,60
T001382,Low,20,61
T001383,Medium,14,27
T001384,Low,20,65
T001385,Medium,18,67
T001386,Low,13,40
T001387,Low,1,24
T001388,High,15,68
T001389,Medium,0,71
T001390,Low,29,67
T001391,Medium,1,72
T001392,High,19,73
T001393,Low,7,32
T001394,Low,2,57
T001395,Medium,1,67
T001396,Medium,14,75
T001397,Medium,12,74
T001398,Low,28,57
T001399,Low,18,21
T001400,Medium,12,58
T001401,High,26,54
T001402,Medium,22,34
T001403,Medium,27,68
T001404,Medium,23,35
T001405,High,15,46
T001406,Medium,13,54
T001407,Medium,22,64
T001408,Medium,17,26
T001409,Low,29,24
T001410,Medium,14,25
T001411,Low,17,73
T001412,High,12,73
T001413,Medium,0,44
T001414,Low,15,80
T001415,High,23,44
T001416,Medium,16,32
T001417,High,10,35
T001418,Medium,20,36
T001419,High,12,49
T001420,Medium,25,79
T001421,High,20,20
T001422,Medium,15,59
T001423,Low,17,47
T001424,High,24,47
T001425,High,22,22
T001426,Medium,23,66
T001427,Medium,7,25
T001428,Low,22,66
T001429,Low,11,58
T001430,High,2,27
T001431,Low,20,74
T001432,High,25,24
T001433,Low,28,24
T001434,Low,19,73
T001435,Medium,30,39
T001436,Medium,22,49
T001437,Low,27,68
T001438,Low,24,55
T001439,High,15,35
T001440,High,30,50
T001441,Low,24,25
T001442,Medium,7,48
T001443,Low,30,21
T001444,High,30,24
T001445,Medium,21,26
T001446,High,28,50
T001447,Low,18,31
T001448,High,29,63
T001449,Low,27,72
T001450,High,27,46
T001451,Low,6,73
T001452,Medium,18,73
T001453,Medium,25,63
T001454,Medium,19,73
T001455,High,27,37
T001456,Medium,26,77
T001457,Low,3,72
T001458,Low,1,61
T001459,Low,28,32
T001460,Medium,21,34
T001461,High,21,78
T001462,Low,21,21
T001463,Low,10,46
T001464,Medium,9,73
T001465,Medium,30,31
T001466,High,17,70
T001467,Medium,25,39
T001468,High,5,44
T001469,Low,28,78
T001470,High,25,55
T001471,Medium,16,47
T001472,Medium,29,25
T001473,High,23,52
T001474,Medium,28,79
T001475,Medium,13,24
T001476,Medium,5,68
T001477,High,6,40
T001478,Low,20,78
T001479,Medium,6,36
T001480,Medium,11,48
T001481,Medium,7,80
T001482,Medium,27,32
T001483,Low,11,25
T001484,Low,8,67
T001485,Low,30,31
T001486,Low,24,62
T001487,Medium,2,39
T001488,High,4,65
T001489,Medium,5,56
T001490,Medium,2,54
T001491,Low,6,40
T001492,High,29,75
T001493,Medium,30,59
T001494,Medium,25,53
T001495,Low,6,54
T001496,Low,1,73
T001497,Low,27,23
T001498,Medium,17,39
T001499,Low,28,58
T001500,High,2,21
T001501,Low,15,42
T001502,Low,7,28
T001503,Low,8,71
T001504,Low,12,21
T001505,Medium,18,21
T001506,Medium,17,51
T001507,Low,6,55
T001508,High,25,68
T001509,Medium,18,42
T001510,High,20,53
T001511,High,3,53
T001512,High,19,80
T001513,Medium,10,77
T001514,High,21,76
T001515,High,13,39
T001516,Low,6,73
T001517,High,13,55
T001518,High,2,73
T001519,High,19,76
T001520,High,2,26
T001521,Medium,27,21
T001522,Low,23,45
T001523,Medium,11,24
T001524,Medium,24,35
T001525,Medium,22,33
T001526,High,27,77
T001527,Medium,8,49
T001528,Low,3,34
T001529,Medium,11,43
T001530,Medium,20,60
T001531,High,3,36
T001532,Medium,24,45
T001533,Low,18,70
T001534,High,24,70
T001535,Medium,17,54
T001536,Medium,20,39
T001537,Medium,24,74
T001538,Medium,13,35
T001539,Low,5,24
T001540,Medium,10,48
T001541,High,12,78
T001542,Low,24,26
T001543,High,5,48
T001544,Low,17,35
T001545,Medium,27,53
T001546,High,3,57
T001547,High,4,41
T001548,Low,5,27
T001549,High,16,49
T001550,Low,14,35
T001551,Medium,7,32
T001552,High,0,32
T001553,High,7,68
T001554,Low,30,61
T001555,High,15,77
T001556,High,0,74
T001557,High,15,45
T001558,Medium,8,80
T001559,High,27,46
T001560,Low,28,72
T001561,High,21,70
T001562,Medium,12,21
T001563,High,12,40
T001564,Low,15,69
T001565,Medium,4,43
T001566,High,7,76
T001567,High,16,51
T001568,Medium,0,35
T001569,Medium,21,30
T001570,Medium,4,75
T001571,Medium,10,38
T001572,Low,19,29
T001573,High,0,59
T001574,High,18,41
T001575,Medium,25,49
T001576,Medium,16,79
T001577,High,28,41
T001578,High,1,73
T001579,Medium,0,58
T001580,Medium,13,70
T001581,High,9,78
T001582,High,23,37
T001583,High,25,30
T001584,Medium,1,47
T001585,Medium,5,61
T001586,High,21,56
T001587,High,25,72
T001588,Medium,20,56
T001589,Low,2,43
T001590,High,2,57
T001591,Medium,22,67
T001592,Low,25,34
T001593,Medium,7,40
T001594,Low,14,76
T001595,Low,27,23
T001596,High,30,52
T001597,Medium,5,53
T001598,Low,13,38
T001599,High,8,42
T001600,Medium,17,41
T001601,Low,29,29
T001602,Medium,22,55
T001603,Low,9,41
T001604,High,7,53
T001605,Low,5,59
T001606,High,4,52
T001607,Low,28,38
T001608,Low,16,76
T001609,High,12,71
T001610,High,26,45
T001611,Medium,12,60
T001612,High,18,71
T001613,Medium,6,68
T001614,Medium,14,22
T001615,Medium,29,44
T001616,Medium,19,60
T001617,High,13,68
T001618,Medium,25,26
T001619,Low,16,36
T001620,Low,25,32
T001621,Medium,11,41
T001622,High,0,72
T001623,Low,14,35
T001624,Medium,27,41
T001625,High,29,58
T001626,Medium,10,21
T001627,Medium,20,61
T001628,High,30,29
T001629,Medium,10,47
T001630,High,24,32
T001631,High,15,63
T001632,Medium,6,68
T001633,Low,22,60
T001634,High,23,34
T001635,High,10,31
T001636,Low,13,36
T001637,Medium,5,69
T001638,Medium,23,45
T001639,High,7,66
T001640,Medium,2,24
T001641,Low,9,66
T001642,Medium,7,78
T001643,Low,4,20
T001644,Low,10,24
T001645,Low,4,47
T001646,Low,21,29
T001647,High,13,73
T001648,Low,14,20
T001649,High,18,28
T001650,High,11,30
T001651,Medium,5,80
T001652,Low,14,65
T001653,Medium,17,47
T001654,Low,23,70
T001655,High,14,46
T001656,Low,28,42
T001657,High,16,60
T001658,Medium,20,78
T001659,Low,20,26
T001660,High,10,49
T001661,Medium,26,42
T001662,Low,19,65
T001663,High,1,51
T001664,High,17,33
T001665,Medium,7,25
T001666,Low,1,32
T001667,Medium,1,46
T001668,Medium,2,60
T001669,Medium,9,38
T001670,Medium,15,69
T001671,Medium,26,35
T001672,Medium,12,26
T001673,Low,1,49
T001674,Medium,5,56
T001675,Medium,20,49
T001676,Medium,6,29
T001677,Low,28,37
T001678,High,14,64
T001679,Low,14,78
T001680,High,6,75
T001681,Medium,18,73
T001682,Low,2,56
T001683,High,1,50
T001684,Medium,20,78
T001685,Low,0,43
T001686,Low,19,70
T001687,High,12,62
T001688,Medium,29,69
T001689,High,24,25
T001690,High,12,30
T001691,Medium,23,57
T001692,High,26,30
T001693,High,28,29
T001694,High,27,26
T001695,High,23,55
T001696,Low,27,80
T001697,High,0,27
T001698,Medium,28,35
T001699,Medium,12,28
T001700,Medium,4,48
T001701,High,27,24
T001702,Medium,27,52
T001703,Medium,30,30
T001704,High,4,22
T001705,High,13,80
T001706,High,12,21
T001707,Medium,20,60
T001708,Medium,10,33
T001709,Low,22,30
T001710,Medium,9,26
T001711,Medium,10,44
T001712,High,19,41
T001713,Low,8,22
T001714,Low,30,52
T001715,Low,26,33
T001716,Medium,13,62
T001717,Medium,12,28
T001718,Low,21,69
T001719,Low,6,22
T001720,Medium,29,25
T001721,Low,2,31
T001722,Medium,29,61
T001723,High,6,33
T001724,Low,6,52
T001725,High,11,30
T001726,High,13,76
T001727,Medium,10,72
T001728,Low,11,23
T001729,High,15,61
T001730,Medium,12,75
T001731,Medium,15,26
T001732,Low,17,69
T001733,High,26,64
T001734,Medium,24,35
T001735,Low,16,39
T001736,High,11,76
T001737,Medium,17,27
T001738,Low,12,67
T001739,Medium,2,37
T001740,High,19,46
T001741,High,16,34
T001742,High,3,24
T001743,Low,15,79
T001744,Medium,22,50
T001745,High,9,49
T001746,Medium,22,25
T001747,Low,9,55
T001748,High,17,71
T001749,High,2,41
T001750,Low,9,79
T001751,Low,30,66
T001752,Medium,29,26
T001753,High,4,54
T001754,High,0,73
T001755,High,24,47
T001756,High,27,46
T001757,Medium,16,30
T001758,High,7,23
T001759,Medium,1,66
T001760,Low,20,56
T001761,Medium,17,80
T001762,Medium,26,69
T001763,High,20,60
T001764,Low,20,43
T001765,High,15,62
T001766,Low,30,28
T001767,High,3,58
T001768,Medium,14,34
T001769,High,10,31
T001770,Low,19,36
T001771,Medium,6,22
T001772,High,22,72
T001773,Medium,16,47
T001774,Low,16,42
T001775,Low,3,20
T001776,Medium,25,77
T001777,Medium,29,68
T001778,Low,16,75
T001779,Medium,11,44
T001780,High,1,33
T001781,High,7,66
T001782,High,11,28
T001783,Low,16,20
T001784,Medium,20,70
T001785,High,0,61
T001786,High,2,29
T001787,Medium,21,24
T001788,Low,20,34
T001789,Medium,4,75
T001790,Low,25,29
T001791,High,12,75
T001792,Low,23,70
T001793,High,18,76
T001794,High,1,51
T001795,Low,6,63
T001796,High,9,63
T001797,High,6,39
T001798,Medium,2,77
T001799,Low,16,40
T001800,Low,3,52
T001801,Medium,29,36
T001802,Medium,24,54
T001803,Low,3,61
T001804,Medium,14,38
T001805,High,4,60
T001806,High,30,50
T001807,Medium,23,62
T001808,High,1,50
T001809,Low,22,49
T001810,Low,0,25
T001811,Low,16,52
T001812,High,15,77
T001813,Low,14,33
T001814,Medium,27,68
T001815,Medium,26,79
T001816,Medium,24,43
T001817,Medium,16,71
T001818,High,21,25
T001819,Medium,5,24
T001820,Low,15,43
T001821,Medium,25,51
T001822,Medium,5,67
T001823,Low,19,21
T001824,Medium,5,22
T001825,Medium,19,50
T001826,High,3,73
T001827,High,1,79
T001828,High,12,32
T001829,Medium,2,42
T001830,Medium,20,20
T001831,Medium,16,20
T001832,Medium,29,37
T001833,Low,16,34
T001834,Medium,27,80
T001835,Medium,15,47
T001836,Low,26,21
T001837,Medium,24,61
T001838,High,5,35
T001839,Low,13,79
T001840,Medium,15,22
T001841,Medium,13,79
T001842,Medium,21,70
T001843,Medium,6,21
T001844,Medium,28,28
T001845,Low,25,70
T001846,Low,30,54
T001847,High,16,38
T001848,High,27,25
T001849,Medium,21,46
T001850,Low,14,44
T001851,High,9,22
T001852,High,27,23
T001853,Medium,16,48
T001854,Medium,9,56
T001855,Medium,10,77
T001856,High,6,71
T001857,Medium,30,41
T001858,High,1,55
T001859,Low,2,60
T001860,Low,0,25
T001861,High,23,35
T001862,Low,9,80
T001863,Medium,24,45
T001864,Medium,14,58
T001865,Medium,19,33
T001866,Medium,25,44
T001867,High,24,61
T001868,Low,13,51
T001869,Medium,20,72
T001870,Low,8,80
T001871,Medium,2,63
T001872,Low,11,60
T001873,Low,22,33
T001874,Medium,15,22
T001875,Medium,22,31
T001876,Medium,1,47
T001877,Low,4,22
T001878,Low,13,42
T001879,Medium,4,49
T001880,High,22,53
T001881,Low,9,66
T001882,Low,8,46
T001883,High,10,26
T001884,High,27,23
T001885,Medium,14,23
T001886,High,3,49
T001887,Medium,28,72
T001888,Low,26,36
T001889,Medium,18,36
T001890,Medium,26,24
T001891,High,20,49
T001892,High,15,74
T001893,Low,0,51
T001894,Medium,18,79
T001895,Medium,17,27
T001896,High,9,33
T001897,Low,3,29
T001898,High,1,40
T001899,Medium,16,27
T001900,Medium,14,52
T001901,High,24,74
T001902,High,1,74
T001903,High,18,26
T001904,Low,3,23
T001905,Medium,28,60
T001906,Low,10,65
T001907,Medium,13,30
T001908,High,7,37
T001909,Medium,18,69
T001910,Medium,12,52
T001911,High,10,80
T001912,High,9,57
T001913,High,2,33
T001914,High,1,29
T001915,Medium,30,71
T001916,High,17,61
T001917,Low,23,28
T001918,Low,17,47
T001919,Low,29,77
T001920,High,26,33
T001921,Low,15,74
T001922,High,21,60
T001923,High,11,57
T001924,High,15,50
T001925,High,4,69
T001926,High,6,72
T001927,Medium,13,51
T001928,Low,28,78
T001929,High,2,48
T001930,Medium,10,80
T001931,Low,13,66
T001932,Low,29,22
T001933,Low,20,70
T001934,Low,4,26
T001935,Medium,18,39
T001936,High,25,69
T001937,High,4,70
T001938,High,23,52
T001939,High,1,35
T001940,High,6,69
T001941,Medium,24,42
T001942,High,1,48
T001943,High,24,68
T001944,Low,0,80
T001945,Medium,3,71
T001946,Low,4,39
T001947,High,19,76
T001948,Medium,7,25
T001949,High,24,49
T001950,High,26,41
T001951,High,4,31
T001952,Medium,10,62
T001953,High,23,61
T001954,Low,29,60
T001955,Low,8,70
T001956,Medium,25,23
T001957,Medium,26,55
T001958,Low,6,58
T001959,Low,9,32
T001960,Medium,30,37
T001961,Medium,11,73
T001962,High,4,74
T001963,High,24,62
T001964,High,25,28
T001965,High,19,33
T001966,High,30,42
T001967,Medium,10,33
T001968,Low,18,43
T001969,Medium,28,69
T001970,High,17,61
T001971,High,6,24
T001972,Medium,25,47
T001973,Low,11,53
T001974,High,9,63
T001975,Low,30,64
T001976,Medium,30,22
T001977,High,4,47
T001978,High,8,42
T001979,High,12,70
T001980,Low,12,77
T001981,Low,5,41
T001982,Medium,29,35
T001983,Medium,25,22
T001984,Low,30,38
T001985,Low,10,36
T001986,Medium,23,58
T001987,Low,22,72
T001988,Medium,30,49
T001989,High,12,79
T001990,Medium,9,41
T001991,High,4,30
T001992,High,12,71
T001993,Low,28,35
T001994,High,9,42
T001995,Low,17,32
T001996,Medium,23,54
T001997,Medium,27,47
T001998,High,15,56
T001999,Low,17,62
T002000,High,5,29
